InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
10073-3,SKU053,Synthetic retail product,1,2024-03-21,16.05,10073,United Kingdom
10073-4,SKU010,Synthetic retail product,5,2024-10-14,18.89,10073,United Kingdom
10073-5,SKU077,Synthetic retail product,5,2024-04-24,5.58,10073,United Kingdom
10073-6,SKU058,Synthetic retail product,7,2024-09-17,7.31,10073,United Kingdom
10073-6,SKU054,Synthetic retail product,6,2024-09-17,3.59,10073,United Kingdom
10073-7,SKU023,Synthetic retail product,7,2024-06-16,25.1,10073,United Kingdom
10073-7,SKU009,Synthetic retail product,5,2024-06-16,8.03,10073,United Kingdom
10073-7,SKU086,Synthetic retail product,3,2024-06-16,4.42,10073,United Kingdom
10073-8,SKU034,Synthetic retail product,7,2024-10-01,20.18,10073,United Kingdom
10073-8,SKU061,Synthetic retail product,1,2024-10-01,12.44,10073,United Kingdom
10073-8,SKU061,Synthetic retail product,1,2024-10-01,2.57,10073,United Kingdom
10073-9,SKU058,Synthetic retail product,6,2024-08-21,16.12,10073,United Kingdom
10074-0,SKU005,Synthetic retail product,2,2024-03-01,4.12,10074,United Kingdom
10074-1,SKU004,Synthetic retail product,4,2024-11-14,2.85,10074,United Kingdom
10074-1,SKU003,Synthetic retail product,4,2024-11-14,16.47,10074,United Kingdom
10074-2,SKU044,Synthetic retail product,1,2024-04-13,10.13,10074,United Kingdom
10074-3,SKU068,Synthetic retail product,5,2024-12-03,5.2,10074,United Kingdom
10074-3,SKU006,Synthetic retail product,7,2024-12-03,5.77,10074,United Kingdom
10074-3,SKU099,Synthetic retail product,1,2024-12-03,5.74,10074,United Kingdom
10074-4,SKU082,Synthetic retail product,4,2024-06-18,25.51,10074,United Kingdom
10074-4,SKU074,Synthetic retail product,7,2024-06-18,13.47,10074,United Kingdom
10074-4,SKU046,Synthetic retail product,2,2024-06-18,11.88,10074,United Kingdom
10074-5,SKU065,Synthetic retail product,7,2024-10-28,6.18,10074,United Kingdom
10074-5,SKU065,Synthetic retail product,4,2024-10-28,11.72,10074,United Kingdom
10074-6,SKU079,Synthetic retail product,3,2024-05-15,4.23,10074,United Kingdom
10074-7,SKU025,Synthetic retail product,6,2024-06-07,11.31,10074,United Kingdom
10074-7,SKU021,Synthetic retail product,7,2024-06-07,10.49,10074,United Kingdom
10074-7,SKU024,Synthetic retail product,1,2024-06-07,8.22,10074,United Kingdom
10074-8,SKU039,Synthetic retail product,2,2024-10-07,6.1,10074,United Kingdom
10074-8,SKU044,Synthetic retail product,3,2024-10-07,7.61,10074,United Kingdom
10074-9,SKU094,Synthetic retail product,4,2024-04-27,16.7,10074,United Kingdom
10074-10,SKU075,Synthetic retail product,1,2024-08-29,11.75,10074,United Kingdom
10074-11,SKU053,Synthetic retail product,2,2024-06-16,5.37,10074,United Kingdom
10074-11,SKU032,Synthetic retail product,3,2024-06-16,15.34,10074,United Kingdom
10074-11,SKU042,Synthetic retail product,6,2024-06-16,4.31,10074,United Kingdom
10075-0,SKU023,Synthetic retail product,1,2024-04-19,25.08,10075,United Kingdom
10075-0,SKU090,Synthetic retail product,4,2024-04-19,9.79,10075,United Kingdom
10075-0,SKU044,Synthetic retail product,2,2024-04-19,5.64,10075,United Kingdom
10075-1,SKU012,Synthetic retail product,2,2024-11-17,6.21,10075,United Kingdom
10075-2,SKU054,Synthetic retail product,1,2024-04-30,5.77,10075,United Kingdom
10075-2,SKU020,Synthetic retail product,1,2024-04-30,13.56,10075,United Kingdom
10075-3,SKU047,Synthetic retail product,4,2024-04-22,3.0,10075,United Kingdom
10075-4,SKU050,Synthetic retail product,7,2024-05-29,4.18,10075,United Kingdom
10075-5,SKU020,Synthetic retail product,2,2024-09-15,27.04,10075,United Kingdom
10076-0,SKU062,Synthetic retail product,4,2024-08-13,4.5,10076,United Kingdom
10076-0,SKU099,Synthetic retail product,3,2024-08-13,15.35,10076,United Kingdom
10076-1,SKU063,Synthetic retail product,4,2024-12-21,7.61,10076,United Kingdom
10076-1,SKU043,Synthetic retail product,4,2024-12-21,9.49,10076,United Kingdom
10076-1,SKU094,Synthetic retail product,3,2024-12-21,8.58,10076,United Kingdom
10076-2,SKU065,Synthetic retail product,3,2024-12-29,11.91,10076,United Kingdom
10076-2,SKU097,Synthetic retail product,3,2024-12-29,5.3,10076,United Kingdom
10076-2,SKU093,Synthetic retail product,5,2024-12-29,5.65,10076,United Kingdom
10076-3,SKU054,Synthetic retail product,2,2024-09-14,15.4,10076,United Kingdom
10076-3,SKU068,Synthetic retail product,3,2024-09-14,20.7,10076,United Kingdom
10076-4,SKU086,Synthetic retail product,7,2024-02-26,4.79,10076,United Kingdom
10076-5,SKU100,Synthetic retail product,4,2024-01-13,8.86,10076,United Kingdom
10076-5,SKU001,Synthetic retail product,1,2024-01-13,4.58,10076,United Kingdom
10076-5,SKU068,Synthetic retail product,2,2024-01-13,12.32,10076,United Kingdom
10076-6,SKU059,Synthetic retail product,4,2024-08-03,4.03,10076,United Kingdom
10076-6,SKU037,Synthetic retail product,4,2024-08-03,11.38,10076,United Kingdom
10076-7,SKU057,Synthetic retail product,6,2024-08-04,11.85,10076,United Kingdom
10076-7,SKU089,Synthetic retail product,6,2024-08-04,5.26,10076,United Kingdom
10076-7,SKU048,Synthetic retail product,5,2024-08-04,2.38,10076,United Kingdom
10077-0,SKU016,Synthetic retail product,7,2024-08-27,3.46,10077,United Kingdom
10077-1,SKU100,Synthetic retail product,2,2024-02-17,10.57,10077,United Kingdom
10077-1,SKU075,Synthetic retail product,3,2024-02-17,14.6,10077,United Kingdom
10077-1,SKU054,Synthetic retail product,6,2024-02-17,17.14,10077,United Kingdom
10078-0,SKU016,Synthetic retail product,1,2024-11-15,8.95,10078,United Kingdom
10078-0,SKU078,Synthetic retail product,4,2024-11-15,6.58,10078,United Kingdom
10078-0,SKU092,Synthetic retail product,2,2024-11-15,10.74,10078,United Kingdom
10078-1,SKU002,Synthetic retail product,3,2024-05-02,5.39,10078,United Kingdom
10078-1,SKU025,Synthetic retail product,2,2024-05-02,5.31,10078,United Kingdom
10078-2,SKU011,Synthetic retail product,6,2024-10-18,8.59,10078,United Kingdom
10078-2,SKU060,Synthetic retail product,7,2024-10-18,13.81,10078,United Kingdom
10078-2,SKU055,Synthetic retail product,6,2024-10-18,3.27,10078,United Kingdom
10078-3,SKU019,Synthetic retail product,2,2024-04-13,6.26,10078,United Kingdom
10078-3,SKU047,Synthetic retail product,2,2024-04-13,17.16,10078,United Kingdom
10078-3,SKU013,Synthetic retail product,7,2024-04-13,3.75,10078,United Kingdom
10078-4,SKU066,Synthetic retail product,5,2024-07-03,27.86,10078,United Kingdom
10078-5,SKU088,Synthetic retail product,2,2024-09-16,10.3,10078,United Kingdom
10078-5,SKU062,Synthetic retail product,6,2024-09-16,22.75,10078,United Kingdom
10078-6,SKU007,Synthetic retail product,6,2024-02-06,14.77,10078,United Kingdom
10078-7,SKU055,Synthetic retail product,7,2024-03-29,3.57,10078,United Kingdom
10078-7,SKU017,Synthetic retail product,5,2024-03-29,5.26,10078,United Kingdom
10078-7,SKU080,Synthetic retail product,1,2024-03-29,13.74,10078,United Kingdom
10078-8,SKU057,Synthetic retail product,1,2024-04-22,6.67,10078,United Kingdom
10078-8,SKU048,Synthetic retail product,1,2024-04-22,14.37,10078,United Kingdom
10078-8,SKU022,Synthetic retail product,6,2024-04-22,16.23,10078,United Kingdom
10079-0,SKU047,Synthetic retail product,2,2024-08-21,2.59,10079,United Kingdom
10079-0,SKU007,Synthetic retail product,1,2024-08-21,6.29,10079,United Kingdom
10079-1,SKU054,Synthetic retail product,1,2024-08-27,18.58,10079,United Kingdom
10079-1,SKU076,Synthetic retail product,6,2024-08-27,6.75,10079,United Kingdom
10080-0,SKU077,Synthetic retail product,4,2024-11-20,10.75,10080,United Kingdom
10080-0,SKU070,Synthetic retail product,7,2024-11-20,17.46,10080,United Kingdom
10080-1,SKU010,Synthetic retail product,5,2024-09-15,6.74,10080,United Kingdom
10080-2,SKU075,Synthetic retail product,5,2024-04-29,4.21,10080,United Kingdom
10080-2,SKU048,Synthetic retail product,2,2024-04-29,8.79,10080,United Kingdom
10080-3,SKU027,Synthetic retail product,6,2024-04-24,3.58,10080,United Kingdom
10080-3,SKU086,Synthetic retail product,5,2024-04-24,9.95,10080,United Kingdom
10080-4,SKU007,Synthetic retail product,3,2024-05-17,2.89,10080,United Kingdom
10080-4,SKU026,Synthetic retail product,2,2024-05-17,5.24,10080,United Kingdom
10081-0,SKU092,Synthetic retail product,1,2024-09-18,15.93,10081,United Kingdom
10081-0,SKU058,Synthetic retail product,5,2024-09-18,8.0,10081,United Kingdom
10081-1,SKU068,Synthetic retail product,6,2024-03-27,10.04,10081,United Kingdom
10081-1,SKU039,Synthetic retail product,6,2024-03-27,3.41,10081,United Kingdom
10081-1,SKU018,Synthetic retail product,4,2024-03-27,7.53,10081,United Kingdom
10081-2,SKU079,Synthetic retail product,2,2024-09-05,7.7,10081,United Kingdom
10081-2,SKU049,Synthetic retail product,1,2024-09-05,7.19,10081,United Kingdom
10081-2,SKU003,Synthetic retail product,6,2024-09-05,3.46,10081,United Kingdom
10081-3,SKU047,Synthetic retail product,5,2024-11-11,9.36,10081,United Kingdom
10081-3,SKU085,Synthetic retail product,2,2024-11-11,9.43,10081,United Kingdom
10081-4,SKU081,Synthetic retail product,4,2024-03-25,23.52,10081,United Kingdom
10081-4,SKU017,Synthetic retail product,7,2024-03-25,38.62,10081,United Kingdom
10081-5,SKU092,Synthetic retail product,3,2024-01-26,3.72,10081,United Kingdom
10081-5,SKU015,Synthetic retail product,6,2024-01-26,13.91,10081,United Kingdom
10081-6,SKU054,Synthetic retail product,7,2024-04-25,12.77,10081,United Kingdom
10081-7,SKU010,Synthetic retail product,7,2024-07-15,6.87,10081,United Kingdom
10081-7,SKU066,Synthetic retail product,3,2024-07-15,2.26,10081,United Kingdom
10081-7,SKU009,Synthetic retail product,5,2024-07-15,6.85,10081,United Kingdom
10081-8,SKU023,Synthetic retail product,1,2024-03-28,6.49,10081,United Kingdom
10081-9,SKU082,Synthetic retail product,6,2024-04-20,15.51,10081,United Kingdom
10081-9,SKU093,Synthetic retail product,2,2024-04-20,5.42,10081,United Kingdom
10081-9,SKU075,Synthetic retail product,4,2024-04-20,10.44,10081,United Kingdom
10081-10,SKU017,Synthetic retail product,7,2024-05-22,2.16,10081,United Kingdom
10081-10,SKU040,Synthetic retail product,7,2024-05-22,21.67,10081,United Kingdom
10081-10,SKU091,Synthetic retail product,1,2024-05-22,4.98,10081,United Kingdom
10081-11,SKU062,Synthetic retail product,2,2024-04-27,5.73,10081,United Kingdom
10081-11,SKU094,Synthetic retail product,7,2024-04-27,3.38,10081,United Kingdom
10081-12,SKU071,Synthetic retail product,6,2024-01-20,7.65,10081,United Kingdom
10081-12,SKU006,Synthetic retail product,5,2024-01-20,3.67,10081,United Kingdom
10081-12,SKU072,Synthetic retail product,5,2024-01-20,16.6,10081,United Kingdom
10082-0,SKU031,Synthetic retail product,5,2024-12-08,4.75,10082,United Kingdom
10083-0,SKU001,Synthetic retail product,4,2024-08-05,7.56,10083,United Kingdom
10083-0,SKU016,Synthetic retail product,2,2024-08-05,5.93,10083,United Kingdom
10083-1,SKU100,Synthetic retail product,2,2024-10-23,11.19,10083,United Kingdom
10083-2,SKU081,Synthetic retail product,3,2024-12-01,20.6,10083,United Kingdom
10083-3,SKU069,Synthetic retail product,2,2024-01-23,4.54,10083,United Kingdom
10084-0,SKU069,Synthetic retail product,6,2024-02-17,6.13,10084,United Kingdom
10084-0,SKU095,Synthetic retail product,2,2024-02-17,5.28,10084,United Kingdom
10084-1,SKU005,Synthetic retail product,2,2024-11-24,9.3,10084,United Kingdom
10084-1,SKU073,Synthetic retail product,4,2024-11-24,9.12,10084,United Kingdom
10084-1,SKU085,Synthetic retail product,1,2024-11-24,8.19,10084,United Kingdom
10084-2,SKU031,Synthetic retail product,5,2024-10-10,31.5,10084,United Kingdom
10084-3,SKU007,Synthetic retail product,2,2024-03-04,9.35,10084,United Kingdom
10085-0,SKU007,Synthetic retail product,5,2024-01-13,18.61,10085,United Kingdom
10085-0,SKU030,Synthetic retail product,2,2024-01-13,8.12,10085,United Kingdom
10085-0,SKU017,Synthetic retail product,5,2024-01-13,3.6,10085,United Kingdom
10085-1,SKU040,Synthetic retail product,2,2024-10-21,3.97,10085,United Kingdom
10085-2,SKU086,Synthetic retail product,1,2024-01-17,6.01,10085,United Kingdom
10085-3,SKU078,Synthetic retail product,7,2024-06-19,4.53,10085,United Kingdom
10085-4,SKU006,Synthetic retail product,6,2024-12-10,18.26,10085,United Kingdom
10085-5,SKU024,Synthetic retail product,1,2024-01-24,4.91,10085,United Kingdom
10085-5,SKU055,Synthetic retail product,1,2024-01-24,3.91,10085,United Kingdom
10085-5,SKU030,Synthetic retail product,7,2024-01-24,5.33,10085,United Kingdom
10085-6,SKU056,Synthetic retail product,7,2024-03-04,4.22,10085,United Kingdom
10085-6,SKU035,Synthetic retail product,1,2024-03-04,13.57,10085,United Kingdom
10085-6,SKU074,Synthetic retail product,3,2024-03-04,7.8,10085,United Kingdom
10085-7,SKU063,Synthetic retail product,7,2024-01-14,8.9,10085,United Kingdom
10085-7,SKU082,Synthetic retail product,4,2024-01-14,4.81,10085,United Kingdom
10085-8,SKU100,Synthetic retail product,1,2024-01-10,23.35,10085,United Kingdom
10085-9,SKU015,Synthetic retail product,2,2024-02-23,13.29,10085,United Kingdom
10085-9,SKU030,Synthetic retail product,2,2024-02-23,7.39,10085,United Kingdom
10085-9,SKU025,Synthetic retail product,4,2024-02-23,3.63,10085,United Kingdom
10085-10,SKU076,Synthetic retail product,3,2024-03-19,12.77,10085,United Kingdom
10085-10,SKU058,Synthetic retail product,1,2024-03-19,9.56,10085,United Kingdom
10086-0,SKU077,Synthetic retail product,3,2024-12-06,5.09,10086,United Kingdom
10086-0,SKU093,Synthetic retail product,6,2024-12-06,12.61,10086,United Kingdom
10086-1,SKU042,Synthetic retail product,1,2024-08-25,5.44,10086,United Kingdom
10086-1,SKU001,Synthetic retail product,2,2024-08-25,3.93,10086,United Kingdom
10086-1,SKU011,Synthetic retail product,5,2024-08-25,16.32,10086,United Kingdom
10086-2,SKU080,Synthetic retail product,7,2024-05-08,7.22,10086,United Kingdom
10086-2,SKU060,Synthetic retail product,6,2024-05-08,4.88,10086,United Kingdom
10086-2,SKU075,Synthetic retail product,5,2024-05-08,9.64,10086,United Kingdom
10086-3,SKU034,Synthetic retail product,6,2024-01-05,14.06,10086,United Kingdom
10086-4,SKU076,Synthetic retail product,3,2024-04-10,9.54,10086,United Kingdom
10086-5,SKU081,Synthetic retail product,7,2024-09-10,10.72,10086,United Kingdom
10086-5,SKU068,Synthetic retail product,3,2024-09-10,5.5,10086,United Kingdom
10086-5,SKU065,Synthetic retail product,2,2024-09-10,46.37,10086,United Kingdom
10086-6,SKU052,Synthetic retail product,3,2024-06-09,5.19,10086,United Kingdom
10086-7,SKU014,Synthetic retail product,4,2024-02-06,11.71,10086,United Kingdom
10087-0,SKU072,Synthetic retail product,3,2024-03-29,10.19,10087,United Kingdom
10087-0,SKU095,Synthetic retail product,4,2024-03-29,5.46,10087,United Kingdom
10087-1,SKU014,Synthetic retail product,1,2024-10-14,16.31,10087,United Kingdom
10087-2,SKU029,Synthetic retail product,6,2024-04-18,8.38,10087,United Kingdom
10087-2,SKU031,Synthetic retail product,4,2024-04-18,2.6,10087,United Kingdom
10087-3,SKU042,Synthetic retail product,2,2024-07-05,12.28,10087,United Kingdom
10087-3,SKU068,Synthetic retail product,1,2024-07-05,4.3,10087,United Kingdom
10087-4,SKU081,Synthetic retail product,3,2024-02-02,11.79,10087,United Kingdom
10087-5,SKU001,Synthetic retail product,1,2024-03-12,4.32,10087,United Kingdom
10087-6,SKU002,Synthetic retail product,4,2024-04-18,3.37,10087,United Kingdom
10087-7,SKU050,Synthetic retail product,2,2024-01-24,8.64,10087,United Kingdom
10087-8,SKU033,Synthetic retail product,1,2024-05-05,16.25,10087,United Kingdom
10087-8,SKU032,Synthetic retail product,5,2024-05-05,7.14,10087,United Kingdom
10087-8,SKU070,Synthetic retail product,5,2024-05-05,6.22,10087,United Kingdom
10087-9,SKU018,Synthetic retail product,4,2024-07-21,6.69,10087,United Kingdom
10087-9,SKU015,Synthetic retail product,3,2024-07-21,10.79,10087,United Kingdom
10087-9,SKU064,Synthetic retail product,5,2024-07-21,11.15,10087,United Kingdom
10087-10,SKU011,Synthetic retail product,1,2024-01-13,5.72,10087,United Kingdom
10087-11,SKU004,Synthetic retail product,5,2024-11-02,12.91,10087,United Kingdom
10087-11,SKU004,Synthetic retail product,1,2024-11-02,15.82,10087,United Kingdom
10087-12,SKU063,Synthetic retail product,6,2024-06-18,17.91,10087,United Kingdom
10087-12,SKU055,Synthetic retail product,4,2024-06-18,15.66,10087,United Kingdom
10088-0,SKU076,Synthetic retail product,7,2024-12-18,2.46,10088,United Kingdom
10088-0,SKU050,Synthetic retail product,1,2024-12-18,5.56,10088,United Kingdom
10089-0,SKU045,Synthetic retail product,2,2024-06-22,12.18,10089,United Kingdom
10090-0,SKU003,Synthetic retail product,4,2024-01-23,4.06,10090,United Kingdom
10090-1,SKU094,Synthetic retail product,6,2024-08-06,11.64,10090,United Kingdom
10090-2,SKU062,Synthetic retail product,4,2024-12-07,14.75,10090,United Kingdom
10090-2,SKU030,Synthetic retail product,2,2024-12-07,16.84,10090,United Kingdom
10090-2,SKU074,Synthetic retail product,1,2024-12-07,9.67,10090,United Kingdom
10090-3,SKU002,Synthetic retail product,7,2024-02-01,10.17,10090,United Kingdom
10090-4,SKU081,Synthetic retail product,4,2024-06-07,14.4,10090,United Kingdom
10090-5,SKU041,Synthetic retail product,1,2024-08-08,7.93,10090,United Kingdom
10090-5,SKU085,Synthetic retail product,5,2024-08-08,15.3,10090,United Kingdom
10090-5,SKU023,Synthetic retail product,4,2024-08-08,10.2,10090,United Kingdom
10090-6,SKU025,Synthetic retail product,4,2024-04-10,4.62,10090,United Kingdom
10090-7,SKU053,Synthetic retail product,4,2024-05-13,4.02,10090,United Kingdom
10090-7,SKU089,Synthetic retail product,7,2024-05-13,23.28,10090,United Kingdom
10090-8,SKU083,Synthetic retail product,3,2024-07-09,1.37,10090,United Kingdom
10090-8,SKU016,Synthetic retail product,5,2024-07-09,6.66,10090,United Kingdom
10090-8,SKU051,Synthetic retail product,6,2024-07-09,16.49,10090,United Kingdom
10090-9,SKU078,Synthetic retail product,3,2024-10-17,6.39,10090,United Kingdom
10090-9,SKU040,Synthetic retail product,4,2024-10-17,3.91,10090,United Kingdom
10090-9,SKU012,Synthetic retail product,1,2024-10-17,2.07,10090,United Kingdom
10090-10,SKU036,Synthetic retail product,4,2024-04-30,25.36,10090,United Kingdom
10090-11,SKU068,Synthetic retail product,2,2024-07-23,19.07,10090,United Kingdom
10090-11,SKU067,Synthetic retail product,2,2024-07-23,15.74,10090,United Kingdom
10091-0,SKU013,Synthetic retail product,3,2024-11-11,6.27,10091,United Kingdom
10091-0,SKU059,Synthetic retail product,5,2024-11-11,7.09,10091,United Kingdom
10091-1,SKU038,Synthetic retail product,4,2024-05-25,11.71,10091,United Kingdom
10091-2,SKU087,Synthetic retail product,6,2024-07-11,10.89,10091,United Kingdom
10091-3,SKU073,Synthetic retail product,3,2024-05-12,9.01,10091,United Kingdom
10091-3,SKU066,Synthetic retail product,7,2024-05-12,31.19,10091,United Kingdom
10091-4,SKU004,Synthetic retail product,3,2024-04-18,60.8,10091,United Kingdom
10091-4,SKU049,Synthetic retail product,7,2024-04-18,11.19,10091,United Kingdom
10091-4,SKU052,Synthetic retail product,2,2024-04-18,4.24,10091,United Kingdom
10092-0,SKU095,Synthetic retail product,4,2024-07-19,7.29,10092,United Kingdom
10092-0,SKU044,Synthetic retail product,7,2024-07-19,16.56,10092,United Kingdom
10092-0,SKU014,Synthetic retail product,2,2024-07-19,7.35,10092,United Kingdom
10092-1,SKU075,Synthetic retail product,7,2024-12-21,13.5,10092,United Kingdom
10092-2,SKU012,Synthetic retail product,1,2024-12-04,9.09,10092,United Kingdom
10092-2,SKU070,Synthetic retail product,6,2024-12-04,14.75,10092,United Kingdom
10092-2,SKU007,Synthetic retail product,4,2024-12-04,11.95,10092,United Kingdom
10092-3,SKU088,Synthetic retail product,6,2024-07-10,6.89,10092,United Kingdom
10092-4,SKU026,Synthetic retail product,7,2024-10-23,2.4,10092,United Kingdom
10092-4,SKU051,Synthetic retail product,6,2024-10-23,8.47,10092,United Kingdom
10092-5,SKU052,Synthetic retail product,4,2024-08-28,11.21,10092,United Kingdom
10092-5,SKU006,Synthetic retail product,5,2024-08-28,2.83,10092,United Kingdom
10092-6,SKU079,Synthetic retail product,6,2024-03-25,24.46,10092,United Kingdom
10092-7,SKU087,Synthetic retail product,4,2024-01-21,7.02,10092,United Kingdom
10092-8,SKU041,Synthetic retail product,3,2024-05-04,11.59,10092,United Kingdom
10092-9,SKU009,Synthetic retail product,7,2024-02-26,10.73,10092,United Kingdom
10092-9,SKU088,Synthetic retail product,3,2024-02-26,4.84,10092,United Kingdom
10092-9,SKU083,Synthetic retail product,2,2024-02-26,1.41,10092,United Kingdom
10092-10,SKU025,Synthetic retail product,6,2024-07-22,5.81,10092,United Kingdom
10092-10,SKU008,Synthetic retail product,7,2024-07-22,9.09,10092,United Kingdom
10092-11,SKU001,Synthetic retail product,5,2024-04-30,9.39,10092,United Kingdom
10092-11,SKU060,Synthetic retail product,6,2024-04-30,11.2,10092,United Kingdom
10092-12,SKU037,Synthetic retail product,1,2024-03-09,6.79,10092,United Kingdom
10092-12,SKU088,Synthetic retail product,1,2024-03-09,8.86,10092,United Kingdom
10092-12,SKU068,Synthetic retail product,2,2024-03-09,3.01,10092,United Kingdom
10093-0,SKU082,Synthetic retail product,4,2024-01-14,8.12,10093,United Kingdom
10093-0,SKU004,Synthetic retail product,1,2024-01-14,12.26,10093,United Kingdom
10093-0,SKU064,Synthetic retail product,6,2024-01-14,4.36,10093,United Kingdom
10093-1,SKU004,Synthetic retail product,1,2024-03-13,10.09,10093,United Kingdom
10093-1,SKU026,Synthetic retail product,4,2024-03-13,5.29,10093,United Kingdom
10093-1,SKU035,Synthetic retail product,1,2024-03-13,10.77,10093,United Kingdom
10093-2,SKU010,Synthetic retail product,6,2024-09-23,2.98,10093,United Kingdom
10093-2,SKU039,Synthetic retail product,3,2024-09-23,4.06,10093,United Kingdom
10093-2,SKU080,Synthetic retail product,7,2024-09-23,4.87,10093,United Kingdom
10093-3,SKU080,Synthetic retail product,4,2024-07-02,12.07,10093,United Kingdom
10093-3,SKU038,Synthetic retail product,4,2024-07-02,6.9,10093,United Kingdom
10093-4,SKU043,Synthetic retail product,7,2024-10-21,10.58,10093,United Kingdom
10093-4,SKU030,Synthetic retail product,4,2024-10-21,5.14,10093,United Kingdom
10093-4,SKU035,Synthetic retail product,5,2024-10-21,3.05,10093,United Kingdom
10094-0,SKU070,Synthetic retail product,2,2024-07-24,6.43,10094,United Kingdom
10094-0,SKU075,Synthetic retail product,3,2024-07-24,11.25,10094,United Kingdom
10094-1,SKU050,Synthetic retail product,3,2024-09-29,7.95,10094,United Kingdom
10094-1,SKU059,Synthetic retail product,7,2024-09-29,2.19,10094,United Kingdom
10094-2,SKU013,Synthetic retail product,5,2024-11-08,3.98,10094,United Kingdom
10094-2,SKU082,Synthetic retail product,6,2024-11-08,8.8,10094,United Kingdom
10094-3,SKU086,Synthetic retail product,7,2024-10-03,18.15,10094,United Kingdom
10094-3,SKU042,Synthetic retail product,3,2024-10-03,7.58,10094,United Kingdom
10094-4,SKU072,Synthetic retail product,1,2024-01-01,50.88,10094,United Kingdom
10094-4,SKU057,Synthetic retail product,4,2024-01-01,10.46,10094,United Kingdom
10094-4,SKU081,Synthetic retail product,4,2024-01-01,27.66,10094,United Kingdom
10094-5,SKU071,Synthetic retail product,1,2024-04-11,20.33,10094,United Kingdom
10094-5,SKU099,Synthetic retail product,4,2024-04-11,8.76,10094,United Kingdom
10094-6,SKU061,Synthetic retail product,6,2024-12-01,5.35,10094,United Kingdom
10094-6,SKU018,Synthetic retail product,6,2024-12-01,6.79,10094,United Kingdom
10094-6,SKU077,Synthetic retail product,5,2024-12-01,29.62,10094,United Kingdom
10094-7,SKU039,Synthetic retail product,6,2024-11-12,6.41,10094,United Kingdom
10094-7,SKU051,Synthetic retail product,5,2024-11-12,6.59,10094,United Kingdom
10094-8,SKU084,Synthetic retail product,7,2024-02-09,5.76,10094,United Kingdom
10094-8,SKU049,Synthetic retail product,7,2024-02-09,2.92,10094,United Kingdom
10094-9,SKU017,Synthetic retail product,5,2024-01-07,13.05,10094,United Kingdom
10094-10,SKU023,Synthetic retail product,5,2024-09-14,9.52,10094,United Kingdom
10094-10,SKU060,Synthetic retail product,2,2024-09-14,7.04,10094,United Kingdom
10094-11,SKU055,Synthetic retail product,4,2024-04-20,3.26,10094,United Kingdom
10094-11,SKU089,Synthetic retail product,1,2024-04-20,3.33,10094,United Kingdom
10094-11,SKU034,Synthetic retail product,3,2024-04-20,31.23,10094,United Kingdom
10095-0,SKU025,Synthetic retail product,6,2024-02-28,20.57,10095,United Kingdom
10095-1,SKU029,Synthetic retail product,3,2024-08-24,6.71,10095,United Kingdom
10095-1,SKU029,Synthetic retail product,3,2024-08-24,11.68,10095,United Kingdom
10095-2,SKU054,Synthetic retail product,7,2024-12-08,2.04,10095,United Kingdom
10095-2,SKU043,Synthetic retail product,4,2024-12-08,17.11,10095,United Kingdom
10095-3,SKU008,Synthetic retail product,7,2024-08-08,14.56,10095,United Kingdom
10095-3,SKU030,Synthetic retail product,7,2024-08-08,19.14,10095,United Kingdom
10095-4,SKU002,Synthetic retail product,4,2024-10-13,13.15,10095,United Kingdom
10095-4,SKU023,Synthetic retail product,3,2024-10-13,8.66,10095,United Kingdom
10095-4,SKU100,Synthetic retail product,1,2024-10-13,3.71,10095,United Kingdom
10095-5,SKU029,Synthetic retail product,3,2024-11-20,9.55,10095,United Kingdom
10095-5,SKU015,Synthetic retail product,6,2024-11-20,7.95,10095,United Kingdom
10095-6,SKU016,Synthetic retail product,1,2024-09-22,7.03,10095,United Kingdom
10095-6,SKU063,Synthetic retail product,6,2024-09-22,6.97,10095,United Kingdom
10095-6,SKU059,Synthetic retail product,6,2024-09-22,12.35,10095,United Kingdom
10096-0,SKU040,Synthetic retail product,1,2024-10-19,7.26,10096,United Kingdom
10096-0,SKU049,Synthetic retail product,3,2024-10-19,11.64,10096,United Kingdom
10096-0,SKU030,Synthetic retail product,1,2024-10-19,11.38,10096,United Kingdom
10096-1,SKU009,Synthetic retail product,2,2024-04-29,16.43,10096,United Kingdom
10096-1,SKU005,Synthetic retail product,4,2024-04-29,7.51,10096,United Kingdom
10096-2,SKU096,Synthetic retail product,2,2024-11-13,10.92,10096,United Kingdom
10096-3,SKU014,Synthetic retail product,1,2024-06-08,12.52,10096,United Kingdom
10096-4,SKU094,Synthetic retail product,6,2024-07-01,6.67,10096,United Kingdom
10096-4,SKU001,Synthetic retail product,2,2024-07-01,4.49,10096,United Kingdom
10096-5,SKU023,Synthetic retail product,3,2024-03-30,3.45,10096,United Kingdom
10096-6,SKU062,Synthetic retail product,1,2024-08-27,22.53,10096,United Kingdom
10096-6,SKU090,Synthetic retail product,5,2024-08-27,19.1,10096,United Kingdom
10096-7,SKU016,Synthetic retail product,6,2024-09-10,3.43,10096,United Kingdom
10096-7,SKU033,Synthetic retail product,4,2024-09-10,6.57,10096,United Kingdom
10096-8,SKU046,Synthetic retail product,2,2024-08-14,9.16,10096,United Kingdom
10096-8,SKU084,Synthetic retail product,3,2024-08-14,7.39,10096,United Kingdom
